image_path,class_label,attributes,caption,instance_id,mapped_class,split
images/team11_mouse_017.jpg,mouse,color:white;material:plastic;condition:new,white HP wireless mouse bottom angled view,,mouse,train
images/team11_mouse_018.jpg,mouse,color:white;material:plastic;condition:new,sleek white HP mouse showing side contours,,mouse,val
images/team11_mouse_019.jpg,mouse,color:black;material:plastic;condition:used,ergonomic black wireless mouse with red side button,,mouse,train
images/team11_mouse_020.jpg,mouse,color:black;material:plastic;condition:used,black wireless mouse with red side button angled view,,mouse,train
images/team11_mouse_021.jpg,mouse,color:black;material:plastic;condition:used,ergonomic black wireless mouse with red side button,,mouse,train
images/team11_mouse_022.jpg,mouse,color:black;material:plastic;condition:used,black ergonomic wireless mouse with side buttons,,mouse,train
images/team11_mouse_023.jpg,mouse,color:black;material:plastic;condition:new,black wired mouse with AmazonBasics branding,,mouse,train
images/team11_mouse_024.jpg,mouse,color:black;material:plastic;condition:new,wired black AmazonBasics mouse with scroll wheel,,mouse,train
images/team11_mouse_025.jpg,mouse,color:black;material:plastic;condition:used,corded black AmazonBasics mouse with matte finish,,mouse,train
images/team11_mouse_026.jpg,mouse,color:gray;material:plastic;condition:new,ergonomic gray wired mouse with side grip buttons,,mouse,train
images/team11_mouse_027.jpg,mouse,color:gray;material:plastic;condition:new,dark gray wired mouse with ergonomic grip and scroll wheel,,mouse,train
images/team11_mouse_028.jpg,mouse,color:gray;material:plastic;condition:used,corded gray ergonomic mouse with multiple side buttons,,mouse,val
images/team11_mouse_029.jpg,mouse,color:gray;material:plastic;condition:used,gray ergonomic wired mouse with rubberized side grip,,mouse,val
images/team11_mouse_030.jpg,mouse,color:black;material:plastic;condition:new,sleek black vertical-style ergonomic wireless mouse,,mouse,val
images/team11_mouse_031.jpg,mouse,color:black;material:plastic;condition:new,ergonomic black wireless mouse with side buttons,,mouse,train
images/team11_mouse_032.jpg,mouse,color:black;material:plastic;condition:new,sleek black wireless mouse with ergonomic grip,,mouse,train
images/team11_mouse_033.jpg,mouse,color:black;material:plastic;condition:new,angled view of black ergonomic wireless mouse,,mouse,train
images/team11_mouse_034.jpg,mouse,color:black;material:plastic;condition:used,classic small black wireless mouse with scroll wheel,,mouse,train
images/team11_mouse_035.jpg,mouse,color:black;material:plastic;condition:used,side profile of compact black wireless mouse,,mouse,train
images/team11_mouse_036.jpg,mouse,color:black;material:plastic;condition:used,rear view of worn black wireless mouse,,mouse,train
images/team11_mouse_037.jpg,mouse,color:black;material:plastic;condition:used,top view of a slightly glossy black mouse,,mouse,train
images/team11_mouse_038.jpg,mouse,color:blue;material:plastic;condition:used,blue wireless mouse resting on fabric surface,,mouse,train
images/team11_mouse_039.jpg,mouse,color:blue;material:plastic;condition:used,front view of slim blue wireless mouse,,mouse,train
images/team11_mouse_040.jpg,mouse,color:blue;material:plastic;condition:used,angled view of compact blue wireless mouse,,mouse,train
images/team11_mouse_041.jpg,mouse,color:black;material:plastic;condition:new,ergonomic black wireless mouse with side buttons,,mouse,train
images/team11_mouse_042.jpg,mouse,color:black;material:plastic;condition:new,sleek black wireless mouse with matte finish,,mouse,train
images/team11_mouse_043.jpg,mouse,color:black;material:plastic;condition:new,curved black wireless mouse with scroll wheel,,mouse,train
images/team11_mouse_044.jpg,mouse,color:black;material:plastic;condition:used,glossy black HP wireless mouse,,mouse,train
images/team11_mouse_045.jpg,mouse,color:black;material:plastic;condition:used,side-view of glossy HP black mouse,,mouse,train
images/team11_mouse_046.jpg,mouse,color:black;material:plastic;condition:used,multi-button HP black wireless mouse,,mouse,train
images/team11_mouse_047.jpg,mouse,color:black;material:plastic;condition:used,HP wireless mouse with multiple side buttons,,mouse,train
images/team11_mouse_048.jpg,mouse,color:black;material:plastic;condition:used,angled view of black HP wireless mouse,,mouse,train
images/team11_mouse_049.jpg,mouse,color:black;material:plastic;condition:new,slim black wired mouse on wooden desk,,mouse,train
images/team11_mouse_050.jpg,mouse,color:black;material:plastic;condition:new,flat black wired mouse with simple design,,mouse,train
images/team11_mouse_051.jpg,mouse,color:black;material:plastic;condition:used,black wired mouse with matte finish,,mouse,train
images/team11_mouse_052.jpg,mouse,color:black;material:plastic;condition:used,black wireless mouse with scroll wheel,,mouse,train
images/team11_mouse_053.jpg,mouse,color:black;material:plastic;condition:used,black Lenovo branded wireless mouse,,mouse,val
images/team11_mouse_054.jpg,mouse,color:black;material:plastic;condition:used,Lenovo black wireless mouse side view,,mouse,train
images/team11_mouse_055.jpg,mouse,color:black;material:plastic;condition:used,Lenovo black wireless mouse top view,,mouse,train
images/team11_mouse_056.jpg,mouse,color:black;material:plastic;condition:used,glossy black wired mouse with white logo,,mouse,train
images/team11_mouse_057.jpg,mouse,color:black;material:plastic;condition:used,glossy black mouse top view with printed logo,,mouse,train
images/team11_mouse_058.jpg,mouse,color:black;material:plastic;condition:used,wired glossy black mouse front view,,mouse,val
images/team11_mouse_059.jpg,mouse,color:black;material:plastic;condition:used,side view of glossy black wired mouse,,mouse,train
images/team11_mouse_060.jpg,mouse,color:black;material:plastic;condition:used,angled glossy black wired mouse with logo,,mouse,train
images/Team15_mouse_1.jpg,mouse,color:white;material:plastic;condition:used,white mouse on black table,,mouse,train
images/Team15_mouse_2.jpg,mouse,color:white;material:plastic;condition:used,white mouse on black table,,mouse,val
images/Team15_mouse_3.jpg,mouse,color:white;material:plastic;condition:used,white mouse on black table,,mouse,train
images/Team15_mouse_4.jpg,mouse,color:white;material:plastic;condition:used,white mouse on black table,,mouse,train
images/Team15_mouse_5.jpg,mouse,color:white;material:plastic;condition:used,white mouse on black table,,mouse,val
images/Team15_mouse_6.jpg,mouse,color:black;material:plastic;condition:used,black mouse with grey borders on table,,mouse,val
images/Team15_mouse_7.jpg,mouse,color:black;material:plastic;condition:used,black mouse with grey borders on table,,mouse,train
images/Team15_mouse_8.jpg,mouse,color:black;material:plastic;condition:used,black mouse with grey borders on table,,mouse,train
images/Team15_mouse_9.jpg,mouse,color:black;material:plastic;condition:used,black mouse with grey borders on table,,mouse,train
images/Team15_mouse_10.jpg,mouse,color:black;material:plastic;condition:used,black mouse with grey borders on table,,mouse,train
images/Team15_mouse_11.jpg,mouse,color:grey;material:plastic;condition:used,grey mouse with black highlights on wooden table,,mouse,val
images/Team15_mouse_12.jpg,mouse,color:grey;material:plastic;condition:used,grey mouse with black highlights on wooden table,,mouse,train
images/Team15_mouse_13.jpg,mouse,color:grey;material:plastic;condition:used,grey mouse with black highlights on wooden table,,mouse,val
images/Team15_mouse_14.jpg,mouse,color:grey;material:plastic;condition:used,grey mouse with black highlights on wooden table,,mouse,train
images/Team15_mouse_15.jpg,mouse,color:grey;material:plastic;condition:used,grey mouse with black highlights on wooden table,,mouse,val
images/Team15_mouse_16.jpg,mouse,color:black;material:plastic;condition:used,black mouse on white table,,mouse,train
images/Team15_mouse_17.jpg,mouse,color:black;material:plastic;condition:used,black mouse on white table,,mouse,train
images/Team15_mouse_18.jpg,mouse,color:black;material:plastic;condition:used,black mouse on white table,,mouse,train
images/Team15_mouse_19.jpg,mouse,color:black;material:plastic;condition:used,black mouse on white table,,mouse,train
images/Team15_mouse_20.jpg,mouse,color:black;material:plastic;condition:used,black mouse on white table,,mouse,train
images/Team15_mouse_21.jpg,mouse,color:black;material:plastic;condition:used,black mouse on a wooden table,,mouse,train
images/Team15_mouse_22.jpg,mouse,color:black;material:plastic;condition:used,black mouse on a wooden table,,mouse,val
images/Team15_mouse_23.jpg,mouse,color:black;material:plastic;condition:used,black mouse on a wooden table,,mouse,train
images/Team15_mouse_24.jpg,mouse,color:black;material:plastic;condition:used,black mouse on a wooden table,,mouse,train
images/Team15_mouse_25.jpg,mouse,color:black;material:plastic;condition:used,black mouse on a wooden table,,mouse,train
images/Team15_mouse_26.jpg,mouse,color:black;material:plastic;condition:used,black mouse with white logo,,mouse,train
images/Team15_mouse_27.jpg,mouse,color:black;material:plastic;condition:used,black mouse with white logo,,mouse,val
images/Team15_mouse_28.jpg,mouse,color:black;material:plastic;condition:used,black mouse with white logo,,mouse,train
images/Team15_mouse_29.jpg,mouse,color:black;material:plastic;condition:used,black mouse with white logo,,mouse,train
images/Team15_mouse_30.jpg,mouse,color:black;material:plastic;condition:used,black mouse with white logo,,mouse,train
images/Team15_mouse_31.jpg,mouse,color:grey;material:plastic;condition:new,grey mouse with white logo,,mouse,train
images/Team15_mouse_32.jpg,mouse,color:grey;material:plastic;condition:new,grey mouse with white logo,,mouse,train
images/Team15_mouse_33.jpg,mouse,color:grey;material:plastic;condition:new,grey mouse with white logo,,mouse,train
images/Team15_mouse_34.jpg,mouse,color:grey;material:plastic;condition:new,grey mouse with white logo,,mouse,train
images/Team15_mouse_35.jpg,mouse,color:grey;material:plastic;condition:new,grey mouse with white logo,,mouse,val
images/Team15_mouse_36.jpg,mouse,color:black;material:plastic;condition:used,black mouse with etched line,,mouse,train
images/Team15_mouse_37.jpg,mouse,color:black;material:plastic;condition:used,black mouse with etched line,,mouse,train
images/Team15_mouse_38.jpg,mouse,color:black;material:plastic;condition:used,black mouse with etched line,,mouse,train
images/Team15_mouse_39.jpg,mouse,color:black;material:plastic;condition:used,black mouse with etched line,,mouse,train
images/Team15_mouse_40.jpg,mouse,color:black;material:plastic;condition:used,black mouse with etched line,,mouse,train
images/Team15_mouse_41.jpg,mouse,color:grey;material:plastic;condition:used,grey mouse with white logo and black border,,mouse,train
images/Team15_mouse_42.jpg,mouse,color:grey;material:plastic;condition:used,grey mouse with white logo and black border,,mouse,train
images/Team15_mouse_43.jpg,mouse,color:grey;material:plastic;condition:used,grey mouse with white logo and black border,,mouse,train
images/Team15_mouse_44.jpg,mouse,color:grey;material:plastic;condition:used,grey mouse with white logo and black border,,mouse,train
images/Team15_mouse_45.jpg,mouse,color:grey;material:plastic;condition:used,grey mouse with white logo and black border,,mouse,train
images/Team15_mouse_46.jpg,mouse,color:black;material:plastic;condition:used,black mouse with yellow scroll button,,mouse,train
images/Team15_mouse_47.jpg,mouse,color:black;material:plastic;condition:used,black mouse with yellow scroll button,,mouse,train
images/Team15_mouse_48.jpg,mouse,color:black;material:plastic;condition:used,black mouse with yellow scroll button,,mouse,val
images/Team15_mouse_49.jpg,mouse,color:black;material:plastic;condition:used,black mouse with yellow scroll button,,mouse,train
images/Team15_mouse_50.jpg,mouse,color:black;material:plastic;condition:used,black mouse with yellow scroll button,,mouse,train
images/Team15_mouse_51.jpg,mouse,color:blue;material:plastic;condition:new,blue mouse with grey logo,,mouse,train
images/Team15_mouse_52.jpg,mouse,color:blue;material:plastic;condition:new,blue mouse with grey logo,,mouse,train
images/Team15_mouse_53.jpg,mouse,color:blue;material:plastic;condition:new,blue mouse with grey logo,,mouse,val
images/Team15_mouse_54.jpg,mouse,color:blue;material:plastic;condition:new,blue mouse with grey logo,,mouse,train
images/Team15_mouse_55.jpg,mouse,color:blue;material:plastic;condition:new,blue mouse with grey logo,,mouse,val
images/Team15_mouse_56.jpg,mouse,color:white;material:plastic;condition:used,white mouse with colourful pattern,,mouse,train
images/Team15_mouse_57.jpg,mouse,color:white;material:plastic;condition:used,white mouse with colourful pattern,,mouse,train
images/Team15_mouse_58.jpg,mouse,color:white;material:plastic;condition:used,white mouse with colourful pattern,,mouse,train
images/Team15_mouse_59.jpg,mouse,color:white;material:plastic;condition:used,white mouse with colourful pattern,,mouse,train
images/Team15_mouse_60.jpg,mouse,color:white;material:plastic;condition:used,white mouse with colourful pattern,,mouse,train
images/Team15_watch_1.jpg,watch,color:black;material:plastic;condition:used,black watch with white dial,,wristwatch,train
images/Team15_watch_2.jpg,watch,color:black;material:plastic;condition:used,black watch with white dial,,wristwatch,train
images/Team15_watch_3.jpg,watch,color:black;material:plastic;condition:used,black watch with white dial,,wristwatch,val
images/Team15_watch_4.jpg,watch,color:black;material:plastic;condition:used,black watch with white dial,,wristwatch,train
images/Team15_watch_5.jpg,watch,color:black;material:plastic;condition:used,black watch with white dial,,wristwatch,val
images/Team15_watch_6.jpg,watch,color:black;material:leather;condition:used,black leather watch with white dial,,wristwatch,train
images/Team15_watch_7.jpg,watch,color:black;material:leather;condition:used,black leather watch with white dial,,wristwatch,train
images/Team15_watch_8.jpg,watch,color:black;material:leather;condition:used,black leather watch with white dial,,wristwatch,train
images/Team15_watch_9.jpg,watch,color:black;material:leather;condition:used,black leather watch with white dial,,wristwatch,train
images/Team15_watch_10.jpg,watch,color:black;material:leather;condition:used,black leather watch with white dial,,wristwatch,train
images/Team15_watch_11.jpg,watch,color:golden;material:steel;condition:new,golden watch with blue dial,,wristwatch,train
images/Team15_watch_12.jpg,watch,color:golden;material:steel;condition:new,golden watch with blue dial,,wristwatch,train
images/Team15_watch_13.jpg,watch,color:golden;material:steel;condition:new,golden watch with blue dial,,wristwatch,train
images/Team15_watch_14.jpg,watch,color:golden;material:steel;condition:new,golden watch with blue dial,,wristwatch,train
images/Team15_watch_15.jpg,watch,color:golden;material:steel;condition:new,golden watch with blue dial,,wristwatch,train
images/Team15_watch_16.jpg,watch,color:black;material:rubber;condition:new,black watch with black dial,,wristwatch,train
images/Team15_watch_17.jpg,watch,color:black;material:rubber;condition:new,black watch with black dial,,wristwatch,val
images/Team15_watch_18.jpg,watch,color:black;material:rubber;condition:new,black watch with black dial,,wristwatch,train
images/Team15_watch_19.jpg,watch,color:black;material:rubber;condition:new,black watch with black dial,,wristwatch,train
images/Team15_watch_20.jpg,watch,color:black;material:rubber;condition:new,black watch with black dial,,wristwatch,train
images/Team15_watch_21.jpg,watch,color:black;material:leather;condition:new,black leather watch with black dial,,wristwatch,val
images/Team15_watch_22.jpg,watch,color:black;material:leather;condition:new,black leather watch with black dial,,wristwatch,train
images/Team15_watch_23.jpg,watch,color:black;material:leather;condition:new,black leather watch with black dial,,wristwatch,train
images/Team15_watch_24.jpg,watch,color:black;material:leather;condition:new,black leather watch with black dial,,wristwatch,train
images/Team15_watch_25.jpg,watch,color:black;material:leather;condition:new,black leather watch with black dial,,wristwatch,train
images/Team15_watch_26.jpg,watch,color:silver;material:steel;condition:used,silver watch with black dial and brown border,,wristwatch,train
images/Team15_watch_27.jpg,watch,color:silver;material:steel;condition:used,silver watch with black dial and brown border,,wristwatch,val
images/Team15_watch_28.jpg,watch,color:silver;material:steel;condition:used,silver watch with black dial and brown border,,wristwatch,train
images/Team15_watch_29.jpg,watch,color:silver;material:steel;condition:used,silver watch with black dial and brown border,,wristwatch,val
images/Team15_watch_30.jpg,watch,color:silver;material:steel;condition:used,silver watch with black dial and brown border,,wristwatch,train
images/Team15_watch_31.jpg,watch,color:black;material:steel;condition:new,black watch with black dial and white symbols,,wristwatch,train
images/Team15_watch_32.jpg,watch,color:black;material:steel;condition:new,black watch with black dial and white symbols,,wristwatch,train
images/Team15_watch_33.jpg,watch,color:black;material:steel;condition:new,black watch with black dial and white symbols,,wristwatch,train
images/Team15_watch_34.jpg,watch,color:black;material:steel;condition:new,black watch with black dial and white symbols,,wristwatch,val
images/Team15_watch_35.jpg,watch,color:black;material:steel;condition:new,black watch with black dial and white symbols,,wristwatch,train
images/Team15_watch_36.jpg,watch,color:black;material:leather;condition:used,black leather watch with white dial,,wristwatch,train
images/Team15_watch_37.jpg,watch,color:black;material:leather;condition:used,black leather watch with white dial,,wristwatch,train
images/Team15_watch_38.jpg,watch,color:black;material:leather;condition:used,black leather watch with white dial,,wristwatch,train
images/Team15_watch_39.jpg,watch,color:black;material:leather;condition:used,black leather watch with white dial,,wristwatch,train
images/Team15_watch_40.jpg,watch,color:black;material:leather;condition:used,black leather watch with white dial,,wristwatch,train
images/Team15_watch_41.jpg,watch,color:brown;material:leather;condition:used,brown watch with pink dial,,wristwatch,train
images/Team15_watch_42.jpg,watch,color:brown;material:leather;condition:used,brown watch with pink dial,,wristwatch,train
images/Team15_watch_43.jpg,watch,color:brown;material:leather;condition:used,brown watch with pink dial,,wristwatch,val
images/Team15_watch_44.jpg,watch,color:brown;material:leather;condition:used,brown watch with pink dial,,wristwatch,train
images/Team15_watch_45.jpg,watch,color:brown;material:leather;condition:used,brown watch with pink dial,,wristwatch,train
images/Team15_watch_46.jpg,watch,color:silver;material:steel;condition:used,silver steel watch with black dial,,wristwatch,train
images/Team15_watch_47.jpg,watch,color:silver;material:steel;condition:used,silver steel watch with black dial,,wristwatch,val
images/Team15_watch_48.jpg,watch,color:silver;material:steel;condition:used,silver steel watch with black dial,,wristwatch,val
images/Team15_watch_49.jpg,watch,color:silver;material:steel;condition:used,silver steel watch with black dial,,wristwatch,val
images/Team15_watch_50.jpg,watch,color:silver;material:steel;condition:used,silver steel watch with black dial,,wristwatch,train
images/Team15_watch_51.jpg,watch,color:silver;material:steel;condition:new,silver steel watch with vintage look,,wristwatch,train
images/Team15_watch_52.jpg,watch,color:silver;material:steel;condition:new,silver steel watch with vintage look,,wristwatch,train
images/Team15_watch_53.jpg,watch,color:silver;material:steel;condition:new,silver steel watch with vintage look,,wristwatch,train
images/Team15_watch_54.jpg,watch,color:silver;material:steel;condition:new,silver steel watch with vintage look,,wristwatch,val
images/Team15_watch_55.jpg,watch,color:silver;material:steel;condition:new,silver steel watch with vintage look,,wristwatch,train
images/Team15_watch_56.jpg,watch,color:golden;material:steel;condition:new,golden watch with black dial,,wristwatch,val
images/Team15_watch_57.jpg,watch,color:golden;material:steel;condition:new,golden watch with black dial,,wristwatch,train
images/Team15_watch_58.jpg,watch,color:golden;material:steel;condition:new,golden watch with black dial,,wristwatch,train
images/Team15_watch_59.jpg,watch,color:golden;material:steel;condition:new,golden watch with black dial,,wristwatch,train
images/Team15_watch_60.jpg,watch,color:golden;material:steel;condition:new,golden watch with black dial,,wristwatch,val
images/team25_calculator_01.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""amazon basics big display calculator with green on button""",,calculator,train
images/team25_calculator_02.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""amazon basics big display calculator with green on button""",,calculator,val
images/team25_calculator_03.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""amazon basics big display calculator with green on button""",,calculator,train
images/team25_calculator_04.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""amazon basics big display calculator with green on button""",,calculator,train
images/team25_calculator_05.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""amazon basics big display calculator with green on button""",,calculator,train
images/team25_calculator_06.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""12 digit display calculator with orange on button""",,calculator,train
images/team25_calculator_07.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""12 digit display calculator with orange on button""",,calculator,train
images/team25_calculator_08.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""12 digit display calculator with orange on button""",,calculator,val
images/team25_calculator_09.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""12 digit display calculator with orange on button""",,calculator,train
images/team25_calculator_10.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""12 digit display calculator with orange on button""",,calculator,train
images/team25_calculator_11.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio calculator with purple on button""",,calculator,train
images/team25_calculator_12.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio calculator with purple on button""",,calculator,train
images/team25_calculator_13.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio calculator with purple on button""",,calculator,train
images/team25_calculator_14.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio calculator with purple on button""",,calculator,train
images/team25_calculator_15.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio calculator with purple on button""",,calculator,train
images/team25_calculator_16.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio flip cover general use calculator""",,calculator,train
images/team25_calculator_17.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio flip cover general use calculator""",,calculator,train
images/team25_calculator_18.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio flip cover general use calculator""",,calculator,train
images/team25_calculator_19.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio flip cover general use calculator""",,calculator,train
images/team25_calculator_20.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio flip cover general use calculator""",,calculator,train
images/team25_calculator_21.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""casio shop calculator for daily use""",,calculator,train
images/team25_calculator_22.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""casio shop calculator for daily use""",,calculator,train
images/team25_calculator_23.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""casio shop calculator for daily use""",,calculator,train
images/team25_calculator_24.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""casio shop calculator for daily use""",,calculator,train
images/team25_calculator_25.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""casio shop calculator for daily use""",,calculator,train
images/team25_calculator_26.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio 150 step check calculator""",,calculator,train
images/team25_calculator_27.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio 150 step check calculator""",,calculator,train
images/team25_calculator_28.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio 150 step check calculator""",,calculator,train
images/team25_calculator_29.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio 150 step check calculator""",,calculator,train
images/team25_calculator_30.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio 150 step check calculator""",,calculator,train
images/team25_calculator_31.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""calculator with fancy toy type keys""",,calculator,val
images/team25_calculator_32.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""calculator with fancy toy type keys""",,calculator,train
images/team25_calculator_33.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""calculator with fancy toy type keys""",,calculator,train
images/team25_calculator_34.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""calculator with fancy toy type keys""",,calculator,val
images/team25_calculator_35.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""calculator with fancy toy type keys""",,calculator,train
images/team25_calculator_36.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""14 digit broad display calculator""",,calculator,train
images/team25_calculator_37.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""14 digit broad display calculator""",,calculator,train
images/team25_calculator_38.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""14 digit broad display calculator""",,calculator,train
images/team25_calculator_39.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""14 digit broad display calculator""",,calculator,val
images/team25_calculator_40.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""14 digit broad display calculator""",,calculator,val
images/team25_calculator_41.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""citizen large hd display calculator with green on button""",,calculator,train
images/team25_calculator_42.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""citizen large hd display calculator with green on button""",,calculator,train
images/team25_calculator_43.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""citizen large hd display calculator with green on button""",,calculator,train
images/team25_calculator_44.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""citizen large hd display calculator with green on button""",,calculator,train
images/team25_calculator_45.jpg,stationery_calculator,"""color:black;material:plastic;condition:new;shape:rectangular""","""citizen large hd display calculator with green on button""",,calculator,train
images/team25_calculator_46.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""black casio s-v.r.a.m. scientific calculator with cover""",,calculator,train
images/team25_calculator_47.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""black casio s-v.r.a.m. scientific calculator with cover""",,calculator,train
images/team25_calculator_48.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""black casio s-v.r.a.m. scientific calculator with cover""",,calculator,val
images/team25_calculator_49.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""black casio s-v.r.a.m. scientific calculator with cover""",,calculator,train
images/team25_calculator_50.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""black casio s-v.r.a.m. scientific calculator with cover""",,calculator,train
images/team25_calculator_51.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio natural-v.p.a.m scientific calculator with green on button and cover""",,calculator,train
images/team25_calculator_52.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio natural-v.p.a.m scientific calculator with green on button and cover""",,calculator,val
images/team25_calculator_53.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio natural-v.p.a.m scientific calculator with green on button and cover""",,calculator,train
images/team25_calculator_54.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio natural-v.p.a.m scientific calculator with green on button and cover""",,calculator,val
images/team25_calculator_55.jpg,stationery_calculator,"""color:black;material:plastic;condition:used;shape:rectangular""","""casio natural-v.p.a.m scientific calculator with green on button and cover""",,calculator,train
images/team25_calculator_56.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""casio small palm size electronic calculator""",,calculator,val
images/team25_calculator_57.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""casio small palm size electronic calculator""",,calculator,val
images/team25_calculator_58.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""casio small palm size electronic calculator""",,calculator,train
images/team25_calculator_59.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""casio small palm size electronic calculator""",,calculator,train
images/team25_calculator_60.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""casio small palm size electronic calculator""",,calculator,train
images/team25_cup_01.jpg,tableware_cup,"""color:blue;material:clay;condition:new;shape:cylindrical""","""dual color cup with dominant color blue""",,Cup,train
images/team25_cup_02.jpg,tableware_cup,"""color:blue;material:clay;condition:new;shape:cylindrical""","""dual color cup with dominant color blue""",,Cup,train
images/team25_cup_03.jpg,tableware_cup,"""color:blue;material:clay;condition:new;shape:cylindrical""","""dual color cup with dominant color blue""",,Cup,train
images/team25_cup_04.jpg,tableware_cup,"""color:blue;material:clay;condition:new;shape:cylindrical""","""dual color cup with dominant color blue""",,Cup,train
images/team25_cup_05.jpg,tableware_cup,"""color:blue;material:clay;condition:new;shape:cylindrical""","""dual color cup with dominant color blue""",,Cup,train
images/team25_cup_06.jpg,tableware_cup,"""color:white;material:clay;condition:new;shape:cylindrical""","""white color cup with flower design""",,Cup,train
images/team25_cup_07.jpg,tableware_cup,"""color:white;material:clay;condition:new;shape:cylindrical""","""white color cup with flower design""",,Cup,train
images/team25_cup_08.jpg,tableware_cup,"""color:white;material:clay;condition:new;shape:cylindrical""","""white color cup with flower design""",,Cup,train
images/team25_cup_09.jpg,tableware_cup,"""color:white;material:clay;condition:new;shape:cylindrical""","""white color cup with flower design""",,Cup,val
images/team25_cup_10.jpg,tableware_cup,"""color:white;material:clay;condition:new;shape:cylindrical""","""white color cup with flower design""",,Cup,train
images/team25_cup_11.jpg,tableware_cup,"""color:pink;material:clay;condition:new;shape:cylindrical""","""pink color cup with ridges""",,Cup,val
